OrderDate;DueDate;ShipDate;SalesOrderNumber;CustomerKey;Customer;BusinessType;Continent;CountryName;StateCode;StateName;CityName;ProductKey;ProductName;SubcategoryName;ProductSize;ProductDetail;CategoryName;OrderQuantity;UnitPrice;UnitCost;Discount %
01/08/2011;13/08/2011;08/08/2011;SO45322;256;Boom Fitness;Gym;North America;United States;TX;Texas;Dallas;332;100% Egg Protein;Egg Protein;2lbs;Cookies;Protein;2;$419.459;$125.838;1.83%
01/08/2011;13/08/2011;08/08/2011;SO45322;256;Boom Fitness;Gym;North America;United States;TX;Texas;Dallas;342;Hydrolyzed Whey Protein;Whey Protein;1lbs;Banana;Protein;3;$419.459;$125.760;1.83%
01/08/2011;13/08/2011;08/08/2011;SO45322;256;Boom Fitness;Gym;North America;United States;TX;Texas;Dallas;324;Blended Protein;Blended Protein;2lbs;Chocolate;Protein;4;$419.459;$125.838;1.83%
01/08/2011;13/08/2011;08/08/2011;SO45322;256;Boom Fitness;Gym;North America;United States;TX;Texas;Dallas;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;4;$419.459;$125.838;1.83%
01/08/2011;13/08/2011;08/08/2011;SO45322;256;Boom Fitness;Gym;North America;United States;TX;Texas;Dallas;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;5;$419.459;$125.838;1.83%
01/08/2011;13/08/2011;08/08/2011;SO45322;256;Boom Fitness;Gym;North America;United States;TX;Texas;Dallas;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;3;$874.794;$262.362;1.83%
01/08/2011;13/08/2011;08/08/2011;SO45322;256;Boom Fitness;Gym;North America;United States;TX;Texas;Dallas;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;3;$874.794;$262.440;1.83%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;223;Men's 3/4 Leggings;Vests;M;Black;Clothing;11;$5.014;$1.557;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;220;Platinum Multivitamin For Her;Vitamins;90 Tablets;NA;Vitamins;3;$20.187;$6.057;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;215;Women Multivitamin;Vitamins;120 Capsules;NA;Vitamins;4;$20.187;$6.057;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;212;Opti-Women Multivitamin;Vitamins;60 Capsules;NA;Vitamins;6;$20.187;$6.057;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;235;Long-Sleeve Logo Jersey;Jerseys;XL;Red;Clothing;4;$28.840;$8.655;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;229;Long-Sleeve Logo Jersey;Jerseys;M;Red;Clothing;9;$28.840;$8.655;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;9;$28.840;$8.646;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;285;TrueFit Grass-Fed Protein;Meal Replacement;2lbs;Natural;Carbs;1;$178.581;$53.577;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;262;PRO Weight Gainer;Gainer;1lbs;Cookies;Carbs;1;$183.938;$55.182;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;270;PRO Weight Gainer;Gainer;1lbs;Vanilla;Carbs;5;$183.938;$55.182;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;275;PRO Weight Gainer;Gainer;5lbs;Strawberry;Carbs;4;$356.898;$107.070;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;334;100% Egg Protein;Egg Protein;2lbs;Strawberry;Protein;1;$419.459;$125.838;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;1;$419.459;$125.838;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;342;Hydrolyzed Whey Protein;Whey Protein;1lbs;Banana;Protein;3;$419.459;$125.760;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;332;100% Egg Protein;Egg Protein;2lbs;Cookies;Protein;4;$419.459;$125.838;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;324;Blended Protein;Blended Protein;2lbs;Chocolate;Protein;5;$419.459;$125.838;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;5;$419.459;$125.838;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;330;Blended Protein;Blended Protein;2lbs;Coconut;Protein;6;$419.459;$125.838;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;7;$419.459;$125.823;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;10;$419.459;$125.838;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;316;Hydrolyzed Whey Protein;Whey Protein;2lbs;Peanut Butter;Protein;1;$874.794;$262.440;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;317;Hydrolyzed Whey Protein;Whey Protein;2lbs;Coconut;Protein;3;$874.794;$262.440;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;4;$874.794;$262.362;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;7;$874.794;$262.440;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45323;84;Function Warehouse;Warehouse;North America;Canada;ON;Ontario;Etobicoke;314;Hydrolyzed Whey Protein;Whey Protein;5lbs;Vanilla;Protein;2;$2146.962;$644.091;4.31%
01/08/2011;13/08/2011;08/08/2011;SO45324;528;Seafit Pilates;Gym;North America;United States;CA;California;Elk Grove;324;Blended Protein;Blended Protein;2lbs;Chocolate;Protein;2;$419.459;$125.838;5.80%
01/08/2011;13/08/2011;08/08/2011;SO45325;313;Muscle Maniac;Gym;North America;United States;CA;California;El Cajon;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;1;$419.459;$125.823;4.47%
01/08/2011;13/08/2011;08/08/2011;SO45325;313;Muscle Maniac;Gym;North America;United States;CA;California;El Cajon;342;Hydrolyzed Whey Protein;Whey Protein;1lbs;Banana;Protein;1;$419.459;$125.760;4.47%
01/08/2011;13/08/2011;08/08/2011;SO45325;313;Muscle Maniac;Gym;North America;United States;CA;California;El Cajon;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;2;$874.794;$262.440;4.47%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;1;$419.459;$125.823;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;330;Blended Protein;Blended Protein;2lbs;Coconut;Protein;1;$419.459;$125.838;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;340;100% Egg Protein;Egg Protein;2lbs;Caramel Ice Cream;Protein;1;$419.459;$125.838;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;2;$419.459;$125.838;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;334;100% Egg Protein;Egg Protein;2lbs;Strawberry;Protein;2;$419.459;$125.838;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;336;100% Egg Protein;Egg Protein;2lbs;Vanilla;Protein;2;$419.459;$125.838;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;320;Blended Protein;Blended Protein;2lbs;Cookies;Protein;5;$419.459;$125.838;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;1;$874.794;$262.362;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;316;Hydrolyzed Whey Protein;Whey Protein;2lbs;Peanut Butter;Protein;1;$874.794;$262.440;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;317;Hydrolyzed Whey Protein;Whey Protein;2lbs;Coconut;Protein;1;$874.794;$262.440;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;1;$874.794;$262.440;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;318;Hydrolyzed Whey Protein;Whey Protein;2lbs;Cookies;Protein;3;$874.794;$262.440;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;311;Hydrolyzed Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;1;$2146.962;$644.091;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45326;364;Nutrition Way;Supplement Store;North America;United States;MO;Missouri;Ferguson;314;Hydrolyzed Whey Protein;Whey Protein;5lbs;Vanilla;Protein;4;$2146.962;$644.091;3.17%
01/08/2011;13/08/2011;08/08/2011;SO45327;422;Equinox the Loop;Gym;North America;United States;SC;South Carolina;Gaffney;218;Gym Sports Socks;Socks;M;Black;Clothing;2;$5.700;$1.698;3.27%
01/08/2011;13/08/2011;08/08/2011;SO45327;422;Equinox the Loop;Gym;North America;United States;SC;South Carolina;Gaffney;351;Isolate Whey Protein;Whey Protein;5lbs;Cookies;Protein;1;$2024.994;$569.394;3.27%
01/08/2011;13/08/2011;08/08/2011;SO45327;422;Equinox the Loop;Gym;North America;United States;SC;South Carolina;Gaffney;348;Isolate Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;2;$2024.994;$574.608;3.27%
01/08/2011;13/08/2011;08/08/2011;SO45327;422;Equinox the Loop;Gym;North America;United States;SC;South Carolina;Gaffney;349;Isolate Whey Protein;Whey Protein;5lbs;Coconut;Protein;2;$2024.994;$572.532;3.27%
01/08/2011;13/08/2011;08/08/2011;SO45327;422;Equinox the Loop;Gym;North America;United States;SC;South Carolina;Gaffney;346;Isolate Whey Protein;Whey Protein;5lbs;Chocolate;Protein;1;$2039.994;$574.914;3.27%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;223;Men's 3/4 Leggings;Vests;M;Black;Clothing;5;$5.187;$1.557;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;218;Gym Sports Socks;Socks;M;Black;Clothing;10;$5.700;$1.698;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;5;$28.840;$8.646;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;348;Isolate Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;3;$2024.994;$574.608;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;350;Hydrolyzed Whey Protein;Whey Protein;5lbs;Caramel Ice Cream;Protein;4;$2024.994;$580.017;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;351;Isolate Whey Protein;Whey Protein;5lbs;Cookies;Protein;8;$2024.994;$569.394;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;347;Hydrolyzed Whey Protein;Whey Protein;5lbs;Banana;Protein;1;$2039.994;$582.249;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;344;Hydrolyzed Whey Protein;Whey Protein;5lbs;Capuccino;Protein;4;$2039.994;$574.935;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;346;Isolate Whey Protein;Whey Protein;5lbs;Chocolate;Protein;5;$2039.994;$574.914;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45328;385;Monster Superior;Supplement Store;North America;United States;CA;California;Gilroy;345;Hydrolyzed Whey Protein;Whey Protein;5lbs;Strawberry;Protein;6;$2039.994;$579.975;2.51%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;223;Men's 3/4 Leggings;Vests;M;Black;Clothing;4;$5.187;$1.557;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;218;Gym Sports Socks;Socks;M;Black;Clothing;1;$5.700;$1.698;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;215;Women Multivitamin;Vitamins;120 Capsules;NA;Vitamins;1;$20.187;$6.057;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;212;Opti-Women Multivitamin;Vitamins;60 Capsules;NA;Vitamins;4;$20.187;$6.057;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;229;Long-Sleeve Logo Jersey;Jerseys;M;Red;Clothing;1;$28.840;$8.655;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;3;$28.840;$8.646;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;235;Long-Sleeve Logo Jersey;Jerseys;XL;Red;Clothing;4;$28.840;$8.655;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;296;STEAK in Powder;Beef Protein;4lbs;Vanilla;Protein;1;$714.704;$214.413;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;304;STEAK in Powder;Beef Protein;4lbs;Banana;Protein;1;$714.704;$214.413;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;307;STEAK in Powder;Beef Protein;4lbs;Peanut Butter;Protein;2;$722.595;$216.780;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;300;STEAK in Powder;Beef Protein;5lbs;Cookies;Protein;1;$809.760;$242.931;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;292;STEAK in Powder;Beef Protein;5lbs;Chocolate;Protein;1;$818.700;$245.610;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;349;Isolate Whey Protein;Whey Protein;5lbs;Coconut;Protein;2;$2024.994;$572.532;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;350;Hydrolyzed Whey Protein;Whey Protein;5lbs;Caramel Ice Cream;Protein;2;$2024.994;$580.017;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;348;Isolate Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;3;$2024.994;$574.608;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;351;Isolate Whey Protein;Whey Protein;5lbs;Cookies;Protein;5;$2024.994;$569.394;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;344;Hydrolyzed Whey Protein;Whey Protein;5lbs;Capuccino;Protein;2;$2039.994;$574.935;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;346;Isolate Whey Protein;Whey Protein;5lbs;Chocolate;Protein;2;$2039.994;$574.914;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;347;Hydrolyzed Whey Protein;Whey Protein;5lbs;Banana;Protein;5;$2039.994;$582.249;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45329;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;345;Hydrolyzed Whey Protein;Whey Protein;5lbs;Strawberry;Protein;7;$2039.994;$579.975;3.57%
01/08/2011;13/08/2011;08/08/2011;SO45330;63;Hero Store;Warehouse;North America;United States;NC;North Carolina;Greensboro;218;Gym Sports Socks;Socks;M;Black;Clothing;2;$5.700;$1.698;2.06%
01/08/2011;13/08/2011;08/08/2011;SO45330;63;Hero Store;Warehouse;North America;United States;NC;North Carolina;Greensboro;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;2;$28.840;$8.646;2.06%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;220;Platinum Multivitamin For Her;Vitamins;90 Tablets;NA;Vitamins;1;$20.187;$6.057;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;1;$419.459;$125.823;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;332;100% Egg Protein;Egg Protein;2lbs;Cookies;Protein;1;$419.459;$125.838;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;2;$419.459;$125.838;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;2;$419.459;$125.838;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;330;Blended Protein;Blended Protein;2lbs;Coconut;Protein;2;$419.459;$125.838;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;2;$419.459;$125.838;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;324;Blended Protein;Blended Protein;2lbs;Chocolate;Protein;5;$419.459;$125.838;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;316;Hydrolyzed Whey Protein;Whey Protein;2lbs;Peanut Butter;Protein;1;$874.794;$262.440;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;317;Hydrolyzed Whey Protein;Whey Protein;2lbs;Coconut;Protein;1;$874.794;$262.440;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;1;$874.794;$262.440;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;3;$874.794;$262.362;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;312;Hydrolyzed Whey Protein;Whey Protein;5lbs;Coconut;Protein;1;$2146.962;$644.091;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;313;Hydrolyzed Whey Protein;Whey Protein;5lbs;Cookies;Protein;1;$2146.962;$644.091;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45331;612;Monster BodyBuild;Supplement Store;North America;United States;FL;Florida;Hollywood;311;Hydrolyzed Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;2;$2146.962;$644.091;3.02%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;1;$419.459;$125.838;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;320;Blended Protein;Blended Protein;2lbs;Cookies;Protein;2;$419.459;$125.838;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;2;$419.459;$125.823;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;324;Blended Protein;Blended Protein;2lbs;Chocolate;Protein;2;$419.459;$125.838;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;332;100% Egg Protein;Egg Protein;2lbs;Cookies;Protein;2;$419.459;$125.838;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;2;$419.459;$125.838;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;340;100% Egg Protein;Egg Protein;2lbs;Caramel Ice Cream;Protein;2;$419.459;$125.838;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;1;$874.794;$262.362;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;318;Hydrolyzed Whey Protein;Whey Protein;2lbs;Cookies;Protein;1;$874.794;$262.440;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;4;$874.794;$262.440;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;310;Hydrolyzed Whey Protein;Whey Protein;5lbs;Chocolate;Protein;1;$2146.962;$644.091;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;311;Hydrolyzed Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;1;$2146.962;$644.091;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;313;Hydrolyzed Whey Protein;Whey Protein;5lbs;Cookies;Protein;1;$2146.962;$644.091;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;314;Hydrolyzed Whey Protein;Whey Protein;5lbs;Vanilla;Protein;2;$2146.962;$644.091;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45332;255;Supplements Bigger;Supplement Store;North America;United States;TX;Texas;Houston;312;Hydrolyzed Whey Protein;Whey Protein;5lbs;Coconut;Protein;3;$2146.962;$644.091;3.13%
01/08/2011;13/08/2011;08/08/2011;SO45333;432;Brawn Store;Warehouse;North America;United States;IN;Indiana;Indianapolis;253;PRO Weight Gainer;Gainer;1lbs;Chocolate;Carbs;1;$178.581;$53.577;1.48%
01/08/2011;13/08/2011;08/08/2011;SO45333;432;Brawn Store;Warehouse;North America;United States;IN;Indiana;Indianapolis;264;PRO Weight Gainer;Gainer;1lbs;Caramel Ice Cream;Carbs;1;$183.938;$55.182;1.48%
01/08/2011;13/08/2011;08/08/2011;SO45333;432;Brawn Store;Warehouse;North America;United States;IN;Indiana;Indianapolis;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;2;$419.459;$125.838;1.48%
01/08/2011;13/08/2011;08/08/2011;SO45333;432;Brawn Store;Warehouse;North America;United States;IN;Indiana;Indianapolis;316;Hydrolyzed Whey Protein;Whey Protein;2lbs;Peanut Butter;Protein;1;$874.794;$262.440;1.48%
